"Notes","Leading Cancer Sites","Leading Cancer Sites Code","State","State Code","Year","Year Code","Sex","Sex Code","Ethnicity","Ethnicity Code",Deaths,Population,Age-Adjusted Rate,Age-Adjusted Rate Lower 95% Confidence Interval,Age-Adjusted Rate Upper 95% Confidence Interval,Age-Adjusted Rate Standard Error,Crude Rate,Crude Rate Lower 95% Confidence Interval,Crude Rate Upper 95% Confidence Interval,Crude Rate Standard Error
,"Colon and Rectum","21041-21052","Colorado","08","2022","2022","Female","F","Hispanic","2135-2",40,77797,60.6,42.8,83.1,9.9,51.4,36.7,70.0,8.1
,"Colon and Rectum","21041-21052","Colorado","08","2022","2022","Female","F","Non-Hispanic","2186-5",233,590540,43.6,38.1,49.7,2.9,39.5,34.6,44.9,2.6
,"Colon and Rectum","21041-21052","Colorado","08","2022","2022","Male","M","Hispanic","2135-2",45,68198,77.1,54.5,105.8,12.5,66.0,48.1,88.3,9.8
,"Colon and Rectum","21041-21052","Colorado","08","2022","2022","Male","M","Non-Hispanic","2186-5",230,525751,50.9,44.2,58.2,3.5,43.7,38.3,49.8,2.9
,"Colon and Rectum","21041-21052","Colorado","08","2023","2023","Female","F","Hispanic","2135-2",31,81055,43.6,29.2,62.5,8.1,38.2,26.0,54.3,6.9
,"Colon and Rectum","21041-21052","Colorado","08","2023","2023","Female","F","Non-Hispanic","2186-5",243,602419,43.4,38.1,49.3,2.8,40.3,35.4,45.7,2.6
,"Colon and Rectum","21041-21052","Colorado","08","2023","2023","Male","M","Hispanic","2135-2",51,71068,80.6,58.6,108.2,12.1,71.8,53.4,94.4,10.0
,"Colon and Rectum","21041-21052","Colorado","08","2023","2023","Male","M","Non-Hispanic","2186-5",250,535870,53.6,46.9,60.9,3.5,46.7,41.0,52.8,3.0
,"Colon and Rectum","21041-21052","Connecticut","09","2018","2018","Female","F","Non-Hispanic","2186-5",199,439754,43.4,37.4,50.0,3.2,45.3,39.2,52.0,3.2
,"Colon and Rectum","21041-21052","Connecticut","09","2018","2018","Female","F","Unknown or Missing","UNK",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Colon and Rectum","21041-21052","Connecticut","09","2018","2018","Male","M","Non-Hispanic","2186-5",181,359373,54.2,46.5,62.8,4.1,50.4,43.3,58.3,3.7
,"Colon and Rectum","21041-21052","Connecticut","09","2018","2018","Male","M","Unknown or Missing","UNK",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Colon and Rectum","21041-21052","Connecticut","09","2019","2019","Female","F","Non-Hispanic","2186-5",207,447597,43.0,37.2,49.4,3.1,46.2,40.2,53.0,3.2
,"Colon and Rectum","21041-21052","Connecticut","09","2019","2019","Female","F","Unknown or Missing","UNK",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Colon and Rectum","21041-21052","Connecticut","09","2019","2019","Male","M","Hispanic","2135-2",20,27205,93.4,55.4,146.9,22.0,73.5,44.9,113.5,16.4
,"Colon and Rectum","21041-21052","Connecticut","09","2019","2019","Male","M","Non-Hispanic","2186-5",179,367154,54.1,46.4,62.8,4.1,48.8,41.9,56.4,3.6
,"Colon and Rectum","21041-21052","Connecticut","09","2019","2019","Male","M","Unknown or Missing","UNK",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Colon and Rectum","21041-21052","Connecticut","09","2020","2020","Female","F","Non-Hispanic","2186-5",199,442953,44.7,38.6,51.5,3.2,44.9,38.9,51.6,3.2
,"Colon and Rectum","21041-21052","Connecticut","09","2020","2020","Female","F","Unknown or Missing","UNK",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Colon and Rectum","21041-21052","Connecticut","09","2020","2020","Male","M","Non-Hispanic","2186-5",210,374161,63.8,55.3,73.2,4.5,56.1,48.8,64.3,3.9
,"Colon and Rectum","21041-21052","Connecticut","09","2021","2021","Female","F","Non-Hispanic","2186-5",195,451807,43.2,37.3,49.8,3.1,43.2,37.3,49.7,3.1
,"Colon and Rectum","21041-21052","Connecticut","09","2021","2021","Female","F","Unknown or Missing","UNK",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Colon and Rectum","21041-21052","Connecticut","09","2021","2021","Male","M","Non-Hispanic","2186-5",188,382418,56.6,48.6,65.4,4.2,49.2,42.4,56.7,3.6
,"Colon and Rectum","21041-21052","Connecticut","09","2022","2022","Female","F","Non-Hispanic","2186-5",183,460093,40.0,34.3,46.2,3.0,39.8,34.2,46.0,2.9
,"Colon and Rectum","21041-21052","Connecticut","09","2022","2022","Female","F","Unknown or Missing","UNK",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Colon and Rectum","21041-21052","Connecticut","09","2022","2022","Male","M","Hispanic","2135-2",21,33134,78.8,47.0,123.5,18.4,63.4,39.2,96.9,13.8
,"Colon and Rectum","21041-21052","Connecticut","09","2022","2022","Male","M","Non-Hispanic","2186-5",178,389370,51.6,44.1,59.9,4.0,45.7,39.2,52.9,3.4
,"Colon and Rectum","21041-21052","Connecticut","09","2022","2022","Male","M","Unknown or Missing","UNK",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Colon and Rectum","21041-21052","Connecticut","09","2023","2023","Female","F","Non-Hispanic","2186-5",171,469371,36.1,30.9,42.0,2.8,36.4,31.2,42.3,2.8
,"Colon and Rectum","21041-21052","Connecticut","09","2023","2023","Female","F","Unknown or Missing","UNK",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Colon and Rectum","21041-21052","Connecticut","09","2023","2023","Male","M","Non-Hispanic","2186-5",178,397702,50.3,43.1,58.4,3.8,44.8,38.4,51.8,3.4
,"Colon and Rectum","21041-21052","Delaware","10","2018","2018","Female","F","Non-Hispanic","2186-5",66,132650,53.1,41.0,67.7,6.6,49.8,38.5,63.3,6.1
,"Colon and Rectum","21041-21052","Delaware","10","2018","2018","Female","F","Unknown or Missing","UNK",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Colon and Rectum","21041-21052","Delaware","10","2018","2018","Male","M","Non-Hispanic","2186-5",60,108550,63.4,48.1,81.9,8.4,55.3,42.2,71.1,7.1
,"Colon and Rectum","21041-21052","Delaware","10","2018","2018","Male","M","Unknown or Missing","UNK",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Colon and Rectum","21041-21052","Delaware","10","2019","2019","Female","F","Hispanic","2135-2",0,4067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,"Colon and Rectum","21041-21052","Delaware","10","2019","2019","Female","F","Non-Hispanic","2186-5",61,137570,48.0,36.6,61.7,6.2,44.3,33.9,57.0,5.7
,"Colon and Rectum","21041-21052","Delaware","10","2019","2019","Female","F","Unknown or Missing","UNK",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Colon and Rectum","21041-21052","Delaware","10","2019","2019","Male","M","Non-Hispanic","2186-5",73,112597,71.9,56.0,90.7,8.6,64.8,50.8,81.5,7.6
,"Colon and Rectum","21041-21052","Delaware","10","2019","2019","Male","M","Unknown or Missing","UNK",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Colon and Rectum","21041-21052","Delaware","10","2020","2020","Female","F","Hispanic","2135-2",0,4542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,"Colon and Rectum","21041-21052","Delaware","10","2020","2020","Female","F","Non-Hispanic","2186-5",63,138245,48.4,37.1,62.1,6.2,45.6,35.0,58.3,5.7
,"Colon and Rectum","21041-21052","Delaware","10","2020","2020","Female","F","Unknown or Missing","UNK",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Colon and Rectum","21041-21052","Delaware","10","2020","2020","Male","M","Non-Hispanic","2186-5",75,115839,76.5,59.6,96.5,9.1,64.7,50.9,81.2,7.5
,"Colon and Rectum","21041-21052","Delaware","10","2020","2020","Male","M","Unknown or Missing","UNK",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Colon and Rectum","21041-21052","Delaware","10","2021","2021","Female","F","Non-Hispanic","2186-5",61,143551,46.4,35.4,59.8,6.0,42.5,32.5,54.6,5.4
,"Colon and Rectum","21041-21052","Delaware","10","2021","2021","Female","F","Unknown or Missing","UNK",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Colon and Rectum","21041-21052","Delaware","10","2021","2021","Male","M","Non-Hispanic","2186-5",65,120061,59.4,45.4,76.4,7.6,54.1,41.8,69.0,6.7
,"Colon and Rectum","21041-21052","Delaware","10","2021","2021","Male","M","Unknown or Missing","UNK",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Colon and Rectum","21041-21052","Delaware","10","2022","2022","Female","F","Non-Hispanic","2186-5",75,149232,55.2,43.3,69.3,6.4,50.3,39.5,63.0,5.8
,"Colon and Rectum","21041-21052","Delaware","10","2022","2022","Female","F","Unknown or Missing","UNK",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Colon and Rectum","21041-21052","Delaware","10","2022","2022","Male","M","Non-Hispanic","2186-5",81,124401,74.1,58.3,92.7,8.5,65.1,51.7,80.9,7.2
,"Colon and Rectum","21041-21052","Delaware","10","2022","2022","Male","M","Unknown or Missing","UNK",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Colon and Rectum","21041-21052","Delaware","10","2023","2023","Female","F","Non-Hispanic","2186-5",65,154580,44.9,34.6,57.4,5.6,42.0,32.5,53.6,5.2
,"Colon and Rectum","21041-21052","Delaware","10","2023","2023","Female","F","Unknown or Missing","UNK",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Colon and Rectum","21041-21052","Delaware","10","2023","2023","Male","M","Non-Hispanic","2186-5",70,128837,62.0,47.9,78.9,7.7,54.3,42.4,68.6,6.5
,"Colon and Rectum","21041-21052","District of Columbia","11","2018","2018","Female","F","Non-Hispanic","2186-5",31,64657,46.5,31.3,66.5,8.5,47.9,32.6,68.1,8.6
,"Colon and Rectum","21041-21052","District of Columbia","11","2018","2018","Female","F","Unknown or Missing","UNK",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Colon and Rectum","21041-21052","District of Columbia","11","2018","2018","Male","M","Non-Hispanic","2186-5",30,47803,65.9,44.1,94.8,12.3,62.8,42.3,89.6,11.5
,"Colon and Rectum","21041-21052","District of Columbia","11","2018","2018","Male","M","Unknown or Missing","UNK",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Colon and Rectum","21041-21052","District of Columbia","11","2019","2019","Female","F","Hispanic","2135-2",0,4331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,"Colon and Rectum","21041-21052","District of Columbia","11","2019","2019","Female","F","Non-Hispanic","2186-5",32,65507,48.0,32.6,68.3,8.7,48.8,33.4,69.0,8.6
,"Colon and Rectum","21041-21052","District of Columbia","11","2019","2019","Female","F","Unknown or Missing","UNK",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Colon and Rectum","21041-21052","District of Columbia","11","2019","2019","Male","M","Non-Hispanic","2186-5",38,48343,87.7,61.6,120.8,14.5,78.6,55.6,107.9,12.8
,"Colon and Rectum","21041-21052","District of Columbia","11","2019","2019","Male","M","Unknown or Missing","UNK",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Colon and Rectum","21041-21052","District of Columbia","11","2020","2020","Female","F","Non-Hispanic","2186-5",46,61866,74.7,54.5,99.9,11.1,74.4,54.4,99.2,11.0
,"Colon and Rectum","21041-21052","District of Columbia","11","2020","2020","Female","F","Unknown or Missing","UNK",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Colon and Rectum","21041-21052","District of Columbia","11","2020","2020","Male","M","Non-Hispanic","2186-5",31,46908,71.6,48.1,102.6,13.2,66.1,44.9,93.8,11.9
,"Colon and Rectum","21041-21052","District of Columbia","11","2020","2020","Male","M","Unknown or Missing","UNK",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Colon and Rectum","21041-21052","District of Columbia","11","2021","2021","Female","F","Hispanic","2135-2",0,4412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,"Colon and Rectum","21041-21052","District of Columbia","11","2021","2021","Female","F","Non-Hispanic","2186-5",36,62234,59.0,41.2,81.9,9.9,57.8,40.5,80.1,9.6
,"Colon and Rectum","21041-21052","District of Columbia","11","2021","2021","Female","F","Unknown or Missing","UNK",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Colon and Rectum","21041-21052","District of Columbia","11","2021","2021","Male","M","Non-Hispanic","2186-5",39,47149,87.4,61.6,120.4,14.3,82.7,58.8,113.1,13.2
,"Colon and Rectum","21041-21052","District of Columbia","11","2021","2021","Male","M","Unknown or Missing","UNK",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Colon and Rectum","21041-21052","District of Columbia","11","2022","2022","Female","F","Hispanic","2135-2",0,4594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,"Colon and Rectum","21041-21052","District of Columbia","11","2022","2022","Female","F","Non-Hispanic","2186-5",27,62576,43.5,28.6,63.4,8.4,43.1,28.4,62.8,8.3
,"Colon and Rectum","21041-21052","District of Columbia","11","2022","2022","Female","F","Unknown or Missing","UNK",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Colon and Rectum","21041-21052","District of Columbia","11","2022","2022","Male","M","Non-Hispanic","2186-5",29,47560,72.4,48.2,104.2,13.6,61.0,40.8,87.6,11.3
,"Colon and Rectum","21041-21052","District of Columbia","11","2022","2022","Male","M","Unknown or Missing","UNK",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Colon and Rectum","21041-21052","District of Columbia","11","2023","2023","Female","F","Non-Hispanic","2186-5",29,63161,46.4,31.0,66.7,8.6,45.9,30.7,65.9,8.5
,"Colon and Rectum","21041-21052","District of Columbia","11","2023","2023","Female","F","Unknown or Missing","UNK",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Colon and Rectum","21041-21052","District of Columbia","11","2023","2023","Male","M","Hispanic","2135-2",0,3846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,"Colon and Rectum","21041-21052","District of Columbia","11","2023","2023","Male","M","Non-Hispanic","2186-5",28,48181,61.2,40.3,88.9,11.8,58.1,38.6,84.0,11.0
,"Colon and Rectum","21041-21052","District of Columbia","11","2023","2023","Male","M","Unknown or Missing","UNK",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Colon and Rectum","21041-21052","Florida","12","2018","2018","Female","F","Hispanic","2135-2",217,525201,41.3,36.0,47.2,2.8,41.3,36.0,47.2,2.8
,"Colon and Rectum","21041-21052","Florida","12","2018","2018","Female","F","Non-Hispanic","2186-5",1281,2594154,48.2,45.6,50.9,1.4,49.4,46.7,52.2,1.4
,"Colon and Rectum","21041-21052","Florida","12","2018","2018","Male","M","Hispanic","2135-2",283,390431,79.0,70.0,88.9,4.7,72.5,64.3,81.4,4.3
,"Colon and Rectum","21041-21052","Florida","12","2018","2018","Male","M","Non-Hispanic","2186-5",1468,2212426,67.6,64.2,71.2,1.8,66.4,63.0,69.8,1.7
,"Colon and Rectum","21041-21052","Florida","12","2019","2019","Female","F","Hispanic","2135-2",232,549264,42.3,37.0,48.2,2.8,42.2,37.0,48.0,2.8
,"Colon and Rectum","21041-21052","Florida","12","2019","2019","Female","F","Non-Hispanic","2186-5",1202,2666596,44.0,41.5,46.6,1.3,45.1,42.6,47.7,1.3
,"Colon and Rectum","21041-21052","Florida","12","2019","2019","Male","M","Hispanic","2135-2",257,410162,67.3,59.2,76.2,4.2,62.7,55.2,70.8,3.9
,"Colon and Rectum","21041-21052","Florida","12","2019","2019","Male","M","Non-Hispanic","2186-5",1365,2276126,60.7,57.6,64.1,1.6,60.0,56.8,63.2,1.6
,"Colon and Rectum","21041-21052","Florida","12","2019","2019","Male","M","Unknown or Missing","UNK",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Colon and Rectum","21041-21052","Florida","12","2020","2020","Female","F","Hispanic","2135-2",223,558155,40.6,35.4,46.3,2.7,40.0,34.9,45.6,2.7
,"Colon and Rectum","21041-21052","Florida","12","2020","2020","Female","F","Non-Hispanic","2186-5",1185,2650014,44.3,41.8,46.9,1.3,44.7,42.2,47.3,1.3
,"Colon and Rectum","21041-21052","Florida","12","2020","2020","Male","M","Hispanic","2135-2",248,428463,64.8,56.8,73.5,4.2,57.9,50.9,65.6,3.7
,"Colon and Rectum","21041-21052","Florida","12","2020","2020","Male","M","Non-Hispanic","2186-5",1385,2298181,62.2,59.0,65.6,1.7,60.3,57.1,63.5,1.6
,"Colon and Rectum","21041-21052","Florida","12","2020","2020","Male","M","Unknown or Missing","UNK",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Colon and Rectum","21041-21052","Florida","12","2021","2021","Female","F","Hispanic","2135-2",242,580752,42.5,37.3,48.2,2.7,41.7,36.6,47.3,2.7
,"Colon and Rectum","21041-21052","Florida","12","2021","2021","Female","F","Non-Hispanic","2186-5",1259,2716217,46.0,43.5,48.7,1.3,46.4,43.8,49.0,1.3
,"Colon and Rectum","21041-21052","Florida","12","2021","2021","Female","F","Unknown or Missing","UNK",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Colon and Rectum","21041-21052","Florida","12","2021","2021","Male","M","Hispanic","2135-2",275,448383,69.5,61.4,78.4,4.3,61.3,54.3,69.0,3.7
,"Colon and Rectum","21041-21052","Florida","12","2021","2021","Male","M","Non-Hispanic","2186-5",1434,2357410,62.5,59.3,65.8,1.7,60.8,57.7,64.1,1.6
,"Colon and Rectum","21041-21052","Florida","12","2021","2021","Male","M","Unknown or Missing","UNK",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Colon and Rectum","21041-21052","Florida","12","2022","2022","Female","F","Hispanic","2135-2",259,608702,43.8,38.6,49.6,2.7,42.5,37.5,48.1,2.6
,"Colon and Rectum","21041-21052","Florida","12","2022","2022","Female","F","Non-Hispanic","2186-5",1212,2785106,43.2,40.8,45.7,1.2,43.5,41.1,46.0,1.2
,"Colon and Rectum","21041-21052","Florida","12","2022","2022","Female","F","Unknown or Missing","UNK",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Colon and Rectum","21041-21052","Florida","12","2022","2022","Male","M","Hispanic","2135-2",265,473423,63.2,55.7,71.5,4.0,56.0,49.4,63.1,3.4
