"Notes","Leading Cancer Sites","Leading Cancer Sites Code","States","States Code","Year","Year Code","Sex","Sex Code","Ethnicity","Ethnicity Code",Count,Population,Age-Adjusted Rate,Age-Adjusted Rate Lower 95% Confidence Interval,Age-Adjusted Rate Upper 95% Confidence Interval,Age-Adjusted Rate Standard Error,Crude Rate,Crude Rate Lower 95% Confidence Interval,Crude Rate Upper 95% Confidence Interval,Crude Rate Standard Error
,"Colon and Rectum","21041-21052","Arizona","04","2014","2014","Female","F","Hispanic","2135-2",110,97967,124.7,101.9,151.1,12.2,112.3,92.3,135.3,10.7
,"Colon and Rectum","21041-21052","Arizona","04","2014","2014","Female","F","Non-Hispanic","2186-5",781,658817,122.5,114.0,131.5,4.4,118.5,110.4,127.2,4.2
,"Colon and Rectum","21041-21052","Arizona","04","2014","2014","Male","M","Hispanic","2135-2",156,81785,214.3,180.1,253.1,18.2,190.7,162.0,223.1,15.3
,"Colon and Rectum","21041-21052","Arizona","04","2014","2014","Male","M","Non-Hispanic","2186-5",925,575690,167.5,156.7,178.8,5.6,160.7,150.5,171.4,5.3
,"Colon and Rectum","21041-21052","Arizona","04","2015","2015","Female","F","Hispanic","2135-2",113,103184,118.1,96.7,142.8,11.5,109.5,90.3,131.7,10.3
,"Colon and Rectum","21041-21052","Arizona","04","2015","2015","Female","F","Non-Hispanic","2186-5",784,680251,120.5,112.1,129.3,4.3,115.3,107.3,123.6,4.1
,"Colon and Rectum","21041-21052","Arizona","04","2015","2015","Male","M","Hispanic","2135-2",140,86452,184.6,153.6,220.0,16.5,161.9,136.2,191.1,13.7
,"Colon and Rectum","21041-21052","Arizona","04","2015","2015","Male","M","Non-Hispanic","2186-5",872,595626,153.4,143.3,164.1,5.3,146.4,136.8,156.4,5.0
,"Colon and Rectum","21041-21052","Arizona","04","2016","2016","Female","F","Hispanic","2135-2",111,108503,112.1,91.6,135.9,11.0,102.3,84.2,123.2,9.7
,"Colon and Rectum","21041-21052","Arizona","04","2016","2016","Female","F","Non-Hispanic","2186-5",779,702547,114.3,106.3,122.7,4.1,110.9,103.2,119.0,4.0
,"Colon and Rectum","21041-21052","Arizona","04","2016","2016","Male","M","Hispanic","2135-2",142,90905,167.4,139.4,199.6,15.0,156.2,131.6,184.1,13.1
,"Colon and Rectum","21041-21052","Arizona","04","2016","2016","Male","M","Non-Hispanic","2186-5",851,615804,144.8,135.1,155.0,5.0,138.2,129.1,147.8,4.7
,"Colon and Rectum","21041-21052","Arizona","04","2017","2017","Female","F","Hispanic","2135-2",134,114118,124.6,103.7,148.4,11.1,117.4,98.4,139.1,10.1
,"Colon and Rectum","21041-21052","Arizona","04","2017","2017","Female","F","Non-Hispanic","2186-5",766,725244,109.5,101.9,117.6,4.0,105.6,98.3,113.4,3.8
,"Colon and Rectum","21041-21052","Arizona","04","2017","2017","Male","M","Hispanic","2135-2",154,95919,185.7,155.8,219.6,15.9,160.6,136.2,188.0,12.9
,"Colon and Rectum","21041-21052","Arizona","04","2017","2017","Male","M","Non-Hispanic","2186-5",875,636470,141.8,132.5,151.6,4.8,137.5,128.5,146.9,4.6
,"Colon and Rectum","21041-21052","Arizona","04","2018","2018","Female","F","Hispanic","2135-2",126,119797,116.7,96.7,139.6,10.7,105.2,87.6,125.2,9.4
,"Colon and Rectum","21041-21052","Arizona","04","2018","2018","Female","F","Non-Hispanic","2186-5",822,748080,112.4,104.8,120.4,3.9,109.9,102.5,117.7,3.8
,"Colon and Rectum","21041-21052","Arizona","04","2018","2018","Male","M","Hispanic","2135-2",158,101012,181.9,152.9,214.7,15.4,156.4,133.0,182.8,12.4
,"Colon and Rectum","21041-21052","Arizona","04","2018","2018","Male","M","Non-Hispanic","2186-5",952,657898,150.1,140.6,160.0,4.9,144.7,135.7,154.2,4.7
,"Colon and Rectum","21041-21052","Arizona","04","2019","2019","Female","F","Hispanic","2135-2",165,125755,142.0,120.5,166.4,11.5,131.2,112.0,152.8,10.2
,"Colon and Rectum","21041-21052","Arizona","04","2019","2019","Female","F","Non-Hispanic","2186-5",825,772467,109.1,101.7,116.8,3.8,106.8,99.6,114.3,3.7
,"Colon and Rectum","21041-21052","Arizona","04","2019","2019","Male","M","Hispanic","2135-2",146,106511,148.4,123.7,176.7,13.2,137.1,115.7,161.2,11.3
,"Colon and Rectum","21041-21052","Arizona","04","2019","2019","Male","M","Non-Hispanic","2186-5",959,680212,145.7,136.5,155.3,4.7,141.0,132.2,150.2,4.6
,"Colon and Rectum","21041-21052","Arizona","04","2020","2020","Female","F","Hispanic","2135-2",124,132704,100.7,83.2,120.7,9.3,93.4,77.7,111.4,8.4
,"Colon and Rectum","21041-21052","Arizona","04","2020","2020","Female","F","Non-Hispanic","2186-5",791,798570,101.2,94.2,108.5,3.6,99.1,92.3,106.2,3.5
,"Colon and Rectum","21041-21052","Arizona","04","2020","2020","Male","M","Hispanic","2135-2",155,113046,145.3,121.9,172.0,12.4,137.1,116.4,160.5,11.0
,"Colon and Rectum","21041-21052","Arizona","04","2020","2020","Male","M","Non-Hispanic","2186-5",844,704900,123.0,114.7,131.6,4.3,119.7,111.8,128.1,4.1
,"Colon and Rectum","21041-21052","Arizona","04","2021","2021","Female","F","Hispanic","2135-2",152,139020,117.4,98.8,138.4,9.9,109.3,92.6,128.2,8.9
,"Colon and Rectum","21041-21052","Arizona","04","2021","2021","Female","F","Non-Hispanic","2186-5",776,819062,97.0,90.3,104.1,3.5,94.7,88.2,101.6,3.4
,"Colon and Rectum","21041-21052","Arizona","04","2021","2021","Male","M","Hispanic","2135-2",189,118104,192.7,164.3,224.5,15.1,160.0,138.0,184.5,11.6
,"Colon and Rectum","21041-21052","Arizona","04","2021","2021","Male","M","Non-Hispanic","2186-5",878,722746,124.9,116.7,133.5,4.2,121.5,113.6,129.8,4.1
,"Colon and Rectum","21041-21052","Arizona","04","2022","2022","Female","F","Hispanic","2135-2",141,145858,107.3,89.8,127.2,9.3,96.7,81.4,114.0,8.1
,"Colon and Rectum","21041-21052","Arizona","04","2022","2022","Female","F","Non-Hispanic","2186-5",759,835772,91.9,85.5,98.7,3.3,90.8,84.5,97.5,3.3
,"Colon and Rectum","21041-21052","Arizona","04","2022","2022","Male","M","Hispanic","2135-2",179,123891,166.1,141.0,194.4,13.3,144.5,124.1,167.3,10.8
,"Colon and Rectum","21041-21052","Arizona","04","2022","2022","Male","M","Non-Hispanic","2186-5",955,736811,131.7,123.4,140.3,4.3,129.6,121.5,138.1,4.2
,"Colon and Rectum","21041-21052","Arkansas","05","1999","1999","Female","F","Non-Hispanic","2186-5",570,278847,199.1,183.0,216.2,8.4,204.4,188.0,221.9,8.6
,"Colon and Rectum","21041-21052","Arkansas","05","1999","1999","Male","M","Non-Hispanic","2186-5",542,207155,272.0,249.3,296.3,11.8,261.6,240.1,284.6,11.2
,"Colon and Rectum","21041-21052","Arkansas","05","2000","2000","Female","F","Non-Hispanic","2186-5",531,279761,184.9,169.4,201.4,8.1,189.8,174.0,206.7,8.2
,"Colon and Rectum","21041-21052","Arkansas","05","2000","2000","Male","M","Non-Hispanic","2186-5",552,209282,276.3,253.4,300.6,11.9,263.8,242.2,286.7,11.2
,"Colon and Rectum","21041-21052","Arkansas","05","2001","2001","Female","F","Non-Hispanic","2186-5",626,280354,218.2,201.4,236.1,8.8,223.3,206.1,241.5,8.9
,"Colon and Rectum","21041-21052","Arkansas","05","2001","2001","Male","M","Non-Hispanic","2186-5",549,211022,270.7,248.2,294.7,11.7,260.2,238.9,282.9,11.1
,"Colon and Rectum","21041-21052","Arkansas","05","2002","2002","Female","F","Non-Hispanic","2186-5",497,282173,171.7,156.8,187.5,7.7,176.1,161.0,192.3,7.9
,"Colon and Rectum","21041-21052","Arkansas","05","2002","2002","Male","M","Non-Hispanic","2186-5",593,213966,291.2,267.9,315.9,12.1,277.1,255.3,300.4,11.4
,"Colon and Rectum","21041-21052","Arkansas","05","2003","2003","Female","F","Non-Hispanic","2186-5",548,285026,188.8,173.2,205.3,8.1,192.3,176.5,209.1,8.2
,"Colon and Rectum","21041-21052","Arkansas","05","2003","2003","Male","M","Non-Hispanic","2186-5",562,218209,271.8,249.4,295.6,11.7,257.6,236.7,279.8,10.9
,"Colon and Rectum","21041-21052","Arkansas","05","2004","2004","Female","F","Non-Hispanic","2186-5",586,287628,200.7,184.7,217.7,8.3,203.7,187.6,220.9,8.4
,"Colon and Rectum","21041-21052","Arkansas","05","2004","2004","Male","M","Non-Hispanic","2186-5",589,222344,277.7,255.4,301.5,11.6,264.9,243.9,287.2,10.9
,"Colon and Rectum","21041-21052","Arkansas","05","2005","2005","Female","F","Non-Hispanic","2186-5",598,290861,203.2,187.2,220.3,8.4,205.6,189.4,222.8,8.4
,"Colon and Rectum","21041-21052","Arkansas","05","2005","2005","Male","M","Non-Hispanic","2186-5",529,226918,245.0,224.2,267.2,10.8,233.1,213.7,253.9,10.1
,"Colon and Rectum","21041-21052","Arkansas","05","2006","2006","Female","F","Non-Hispanic","2186-5",538,295599,179.4,164.5,195.3,7.8,182.0,166.9,198.1,7.8
,"Colon and Rectum","21041-21052","Arkansas","05","2006","2006","Male","M","Non-Hispanic","2186-5",554,232558,252.0,231.1,274.3,10.9,238.2,218.8,258.9,10.1
,"Colon and Rectum","21041-21052","Arkansas","05","2007","2007","Female","F","Non-Hispanic","2186-5",473,302940,156.8,142.9,171.7,7.3,156.1,142.4,170.9,7.2
,"Colon and Rectum","21041-21052","Arkansas","05","2007","2007","Male","M","Non-Hispanic","2186-5",558,240729,245.0,224.6,266.6,10.6,231.8,213.0,251.9,9.8
,"Colon and Rectum","21041-21052","Arkansas","05","2008","2008","Female","F","Non-Hispanic","2186-5",526,309549,170.4,156.1,185.7,7.5,169.9,155.7,185.1,7.4
,"Colon and Rectum","21041-21052","Arkansas","05","2008","2008","Male","M","Non-Hispanic","2186-5",554,247980,241.7,221.6,263.2,10.5,223.4,205.2,242.8,9.5
,"Colon and Rectum","21041-21052","Arkansas","05","2009","2009","Female","F","Non-Hispanic","2186-5",504,315054,162.2,148.2,177.1,7.3,160.0,146.3,174.6,7.1
,"Colon and Rectum","21041-21052","Arkansas","05","2009","2009","Male","M","Non-Hispanic","2186-5",558,254578,233.6,214.2,254.4,10.1,219.2,201.4,238.2,9.3
,"Colon and Rectum","21041-21052","Arkansas","05","2010","2010","Female","F","Non-Hispanic","2186-5",489,320993,155.0,141.5,169.5,7.1,152.3,139.1,166.5,6.9
,"Colon and Rectum","21041-21052","Arkansas","05","2010","2010","Male","M","Non-Hispanic","2186-5",513,260859,209.7,191.6,229.1,9.5,196.7,180.0,214.4,8.7
,"Colon and Rectum","21041-21052","Arkansas","05","2011","2011","Female","F","Non-Hispanic","2186-5",505,325601,157.4,143.9,171.9,7.1,155.1,141.9,169.2,6.9
,"Colon and Rectum","21041-21052","Arkansas","05","2011","2011","Male","M","Non-Hispanic","2186-5",522,266315,209.3,191.3,228.5,9.4,196.0,179.6,213.6,8.6
,"Colon and Rectum","21041-21052","Arkansas","05","2012","2012","Female","F","Non-Hispanic","2186-5",470,329876,145.6,132.7,159.5,6.8,142.5,129.9,156.0,6.6
,"Colon and Rectum","21041-21052","Arkansas","05","2012","2012","Male","M","Non-Hispanic","2186-5",540,271484,213.3,195.2,232.5,9.4,198.9,182.5,216.4,8.6
,"Colon and Rectum","21041-21052","Arkansas","05","2013","2013","Female","F","Non-Hispanic","2186-5",515,334208,156.8,143.4,171.0,7.0,154.1,141.1,168.0,6.8
,"Colon and Rectum","21041-21052","Arkansas","05","2013","2013","Male","M","Non-Hispanic","2186-5",543,276217,208.6,191.0,227.3,9.2,196.6,180.4,213.8,8.4
,"Colon and Rectum","21041-21052","Arkansas","05","2014","2014","Female","F","Non-Hispanic","2186-5",501,339894,150.8,137.8,164.7,6.8,147.4,134.8,160.9,6.6
,"Colon and Rectum","21041-21052","Arkansas","05","2014","2014","Male","M","Non-Hispanic","2186-5",603,281750,225.8,207.7,245.1,9.4,214.0,197.3,231.8,8.7
,"Colon and Rectum","21041-21052","Arkansas","05","2015","2015","Female","F","Non-Hispanic","2186-5",494,345131,147.0,134.2,160.7,6.7,143.1,130.8,156.3,6.4
,"Colon and Rectum","21041-21052","Arkansas","05","2015","2015","Male","M","Non-Hispanic","2186-5",567,287224,210.4,193.0,229.0,9.1,197.4,181.5,214.3,8.3
,"Colon and Rectum","21041-21052","Arkansas","05","2016","2016","Female","F","Non-Hispanic","2186-5",524,350608,152.0,139.2,165.7,6.7,149.5,136.9,162.8,6.5
,"Colon and Rectum","21041-21052","Arkansas","05","2016","2016","Male","M","Non-Hispanic","2186-5",498,292409,176.3,160.7,192.9,8.1,170.3,155.7,185.9,7.6
,"Colon and Rectum","21041-21052","Arkansas","05","2017","2017","Female","F","Non-Hispanic","2186-5",508,356070,147.7,135.0,161.2,6.6,142.7,130.5,155.6,6.3
,"Colon and Rectum","21041-21052","Arkansas","05","2017","2017","Male","M","Non-Hispanic","2186-5",606,298060,213.0,196.0,231.2,8.9,203.3,187.4,220.2,8.3
,"Colon and Rectum","21041-21052","Arkansas","05","2018","2018","Female","F","Non-Hispanic","2186-5",532,361210,151.6,138.9,165.1,6.6,147.3,135.0,160.3,6.4
,"Colon and Rectum","21041-21052","Arkansas","05","2018","2018","Male","M","Non-Hispanic","2186-5",611,303311,211.1,194.3,228.9,8.7,201.4,185.8,218.1,8.1
,"Colon and Rectum","21041-21052","Arkansas","05","2019","2019","Female","F","Non-Hispanic","2186-5",588,366873,164.2,151.1,178.1,6.8,160.3,147.6,173.8,6.6
,"Colon and Rectum","21041-21052","Arkansas","05","2019","2019","Male","M","Non-Hispanic","2186-5",653,309144,225.2,207.9,243.6,9.0,211.2,195.3,228.1,8.3
,"Colon and Rectum","21041-21052","Arkansas","05","2020","2020","Female","F","Non-Hispanic","2186-5",480,372967,133.3,121.6,145.9,6.1,128.7,117.4,140.7,5.9
,"Colon and Rectum","21041-21052","Arkansas","05","2020","2020","Male","M","Non-Hispanic","2186-5",474,314981,159.9,145.5,175.3,7.5,150.5,137.2,164.7,6.9
,"Colon and Rectum","21041-21052","Arkansas","05","2021","2021","Female","F","Non-Hispanic","2186-5",476,378119,129.8,118.3,142.1,6.0,125.9,114.8,137.7,5.8
,"Colon and Rectum","21041-21052","Arkansas","05","2021","2021","Male","M","Non-Hispanic","2186-5",552,319466,183.4,168.1,199.8,8.0,172.8,158.7,187.8,7.4
,"Colon and Rectum","21041-21052","Arkansas","05","2022","2022","Female","F","Non-Hispanic","2186-5",491,384151,131.4,120.0,143.6,6.0,127.8,116.8,139.6,5.8
,"Colon and Rectum","21041-21052","Arkansas","05","2022","2022","Male","M","Non-Hispanic","2186-5",549,324384,181.2,166.1,197.4,7.9,169.2,155.4,184.0,7.2
,"Colon and Rectum","21041-21052","California","06","1999","1999","Female","F","Hispanic","2135-2",541,371910,162.1,148.5,176.7,7.1,145.5,133.5,158.3,6.3
,"Colon and Rectum","21041-21052","California","06","1999","1999","Female","F","Non-Hispanic","2186-5",5210,2277484,219.4,213.5,225.5,3.1,228.8,222.6,235.1,3.2
,"Colon and Rectum","21041-21052","California","06","1999","1999","Male","M","Hispanic","2135-2",593,283136,243.1,222.6,265.0,10.7,209.4,192.9,227.0,8.6
,"Colon and Rectum","21041-21052","California","06","1999","1999","Male","M","Non-Hispanic","2186-5",5009,1755522,296.5,288.3,304.9,4.2,285.3,277.5,293.3,4.0
,"Colon and Rectum","21041-21052","California","06","2000","2000","Female","F","Hispanic","2135-2",545,389415,152.9,140.1,166.6,6.7,140.0,128.4,152.2,6.0
,"Colon and Rectum","21041-21052","California","06","2000","2000","Female","F","Non-Hispanic","2186-5",5144,2302010,213.2,207.4,219.1,3.0,223.5,217.4,229.6,3.1
,"Colon and Rectum","21041-21052","California","06","2000","2000","Male","M","Hispanic","2135-2",612,295459,238.7,218.9,259.7,10.3,207.1,191.0,224.2,8.4
,"Colon and Rectum","21041-21052","California","06","2000","2000","Male","M","Non-Hispanic","2186-5",4931,1774357,287.4,279.4,295.6,4.1,277.9,270.2,285.8,4.0
,"Colon and Rectum","21041-21052","California","06","2001","2001","Female","F","Hispanic","2135-2",542,407465,144.6,132.5,157.6,6.3,133.0,122.1,144.7,5.7
,"Colon and Rectum","21041-21052","California","06","2001","2001","Female","F","Non-Hispanic","2186-5",5030,2322203,206.4,200.7,212.2,2.9,216.6,210.7,222.7,3.1
,"Colon and Rectum","21041-21052","California","06","2001","2001","Male","M","Hispanic","2135-2",660,309602,236.7,218.0,256.6,9.8,213.2,197.2,230.1,8.3
,"Colon and Rectum","21041-21052","California","06","2001","2001","Male","M","Non-Hispanic","2186-5",4994,1800240,287.6,279.6,295.7,4.1,277.4,269.8,285.2,3.9
,"Colon and Rectum","21041-21052","California","06","2002","2002","Female","F","Hispanic","2135-2",564,426488,142.7,130.9,155.1,6.1,132.2,121.6,143.6,5.6
,"Colon and Rectum","21041-21052","California","06","2002","2002","Female","F","Non-Hispanic","2186-5",4936,2344901,200.4,194.8,206.1,2.9,210.5,204.7,216.5,3.0
,"Colon and Rectum","21041-21052","California","06","2002","2002","Male","M","Hispanic","2135-2",635,324531,214.7,197.3,233.1,9.0,195.7,180.7,211.5,7.8
,"Colon and Rectum","21041-21052","California","06","2002","2002","Male","M","Non-Hispanic","2186-5",4860,1829208,275.7,267.9,283.6,4.0,265.7,258.3,273.3,3.8
,"Colon and Rectum","21041-21052","California","06","2003","2003","Female","F","Hispanic","2135-2",611,447929,145.7,134.2,157.9,6.0,136.4,125.8,147.7,5.5
,"Colon and Rectum","21041-21052","California","06","2003","2003","Female","F","Non-Hispanic","2186-5",4897,2383839,197.2,191.6,202.8,2.8,205.4,199.7,211.3,2.9
,"Colon and Rectum","21041-21052","California","06","2003","2003","Male","M","Hispanic","2135-2",695,341011,223.4,206.3,241.5,8.9,203.8,188.9,219.5,7.7
,"Colon and Rectum","21041-21052","California","06","2003","2003","Male","M","Non-Hispanic","2186-5",4877,1871443,271.3,263.6,279.0,3.9,260.6,253.3,268.0,3.7
,"Colon and Rectum","21041-21052","California","06","2004","2004","Female","F","Hispanic","2135-2",632,468748,144.8,133.6,156.7,5.8,134.8,124.5,145.8,5.4
,"Colon and Rectum","21041-21052","California","06","2004","2004","Female","F","Non-Hispanic","2186-5",4676,2407327,187.0,181.6,192.5,2.8,194.2,188.7,199.9,2.8
,"Colon and Rectum","21041-21052","California","06","2004","2004","Male","M","Hispanic","2135-2",702,357560,222.1,205.1,240.0,8.8,196.3,182.1,211.4,7.4
,"Colon and Rectum","21041-21052","California","06","2004","2004","Male","M","Non-Hispanic","2186-5",4527,1901403,248.3,241.1,255.7,3.7,238.1,231.2,245.1,3.5
,"Colon and Rectum","21041-21052","California","06","2005","2005","Female","F","Hispanic","2135-2",634,491320,138.8,128.1,150.2,5.6,129.0,119.2,139.5,5.1
,"Colon and Rectum","21041-21052","California","06","2005","2005","Female","F","Non-Hispanic","2186-5",4753,2437000,187.7,182.3,193.2,2.8,195.0,189.5,200.7,2.8
,"Colon and Rectum","21041-21052","California","06","2005","2005","Male","M","Hispanic","2135-2",731,375819,215.2,199.2,232.2,8.3,194.5,180.7,209.1,7.2
,"Colon and Rectum","21041-21052","California","06","2005","2005","Male","M","Non-Hispanic","2186-5",4567,1935525,245.7,238.6,253.0,3.7,236.0,229.2,242.9,3.5
,"Colon and Rectum","21041-21052","California","06","2006","2006","Female","F","Hispanic","2135-2",677,512376,140.5,130.0,151.6,5.5,132.1,122.4,142.5,5.1
,"Colon and Rectum","21041-21052","California","06","2006","2006","Female","F","Non-Hispanic","2186-5",4644,2456344,182.9,177.6,188.3,2.7,189.1,183.7,194.6,2.8
,"Colon and Rectum","21041-21052","California","06","2006","2006","Male","M","Hispanic","2135-2",783,393062,223.3,207.3,240.3,8.3,199.2,185.5,213.7,7.1
,"Colon and Rectum","21041-21052","California","06","2006","2006","Male","M","Non-Hispanic","2186-5",4496,1960747,240.3,233.3,247.5,3.6,229.3,222.6,236.1,3.4
,"Colon and Rectum","21041-21052","California","06","2007","2007","Female","F","Hispanic","2135-2",694,539194,135.7,125.7,146.3,5.2,128.7,119.3,138.7,4.9
,"Colon and Rectum","21041-21052","California","06","2007","2007","Female","F","Non-Hispanic","2186-5",4671,2530692,181.4,176.1,186.7,2.7,184.6,179.3,189.9,2.7
,"Colon and Rectum","21041-21052","California","06","2007","2007","Male","M","Hispanic","2135-2",766,415634,204.4,189.6,220.0,7.7,184.3,171.5,197.8,6.7
,"Colon and Rectum","21041-21052","California","06","2007","2007","Male","M","Non-Hispanic","2186-5",4687,2036514,243.2,236.2,250.3,3.6,230.1,223.6,236.8,3.4
,"Colon and Rectum","21041-21052","California","06","2008","2008","Female","F","Hispanic","2135-2",693,568723,131.4,121.7,141.7,5.1,121.9,112.9,131.3,4.6
,"Colon and Rectum","21041-21052","California","06","2008","2008","Female","F","Non-Hispanic","2186-5",4791,2596232,182.6,177.4,187.9,2.7,184.5,179.3,189.8,2.7
,"Colon and Rectum","21041-21052","California","06","2008","2008","Male","M","Hispanic","2135-2",886,441035,227.1,211.9,243.2,7.9,200.9,187.9,214.6,6.7
,"Colon and Rectum","21041-21052","California","06","2008","2008","Male","M","Non-Hispanic","2186-5",4654,2105016,234.4,227.7,241.3,3.5,221.1,214.8,227.5,3.2
,"Colon and Rectum","21041-21052","California","06","2009","2009","Female","F","Hispanic","2135-2",724,600988,129.8,120.4,139.8,4.9,120.5,111.9,129.6,4.5
,"Colon and Rectum","21041-21052","California","06","2009","2009","Female","F","Non-Hispanic","2186-5",4431,2668685,165.5,160.6,170.5,2.5,166.0,161.2,171.0,2.5
,"Colon and Rectum","21041-21052","California","06","2009","2009","Male","M","Hispanic","2135-2",865,468297,209.0,194.8,224.0,7.4,184.7,172.6,197.4,6.3
,"Colon and Rectum","21041-21052","California","06","2009","2009","Male","M","Non-Hispanic","2186-5",4569,2175947,224.4,217.8,231.0,3.4,210.0,203.9,216.2,3.1
,"Colon and Rectum","21041-21052","California","06","2010","2010","Female","F","Hispanic","2135-2",734,635624,124.2,115.2,133.6,4.7,115.5,107.3,124.1,4.3
,"Colon and Rectum","21041-21052","California","06","2010","2010","Female","F","Non-Hispanic","2186-5",4313,2738391,157.5,152.8,162.4,2.4,157.5,152.8,162.3,2.4
,"Colon and Rectum","21041-21052","California","06","2010","2010","Male","M","Hispanic","2135-2",838,498303,189.9,176.8,203.8,6.8,168.2,157.0,180.0,5.8
,"Colon and Rectum","21041-21052","California","06","2010","2010","Male","M","Non-Hispanic","2186-5",4387,2249710,209.0,202.7,215.3,3.2,195.0,189.3,200.9,2.9
